distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
669.9988562,87.03328097,89.80935503,70.3,157,20,165.7862372,638.138814,0,8711.299385,2093.327085,63,1931.802368,87,19942.19324,51.0390814,565,36207.17385,22.82141028,120,156.6273499
666.7182741,86.99064692,89.76458928,70.3,165,12,165.5696421,228.3668231,0,8796.531733,1655.260046,55,1729.92162,87,19942.19324,51.0390814,583,38468.10277,22.9769415,120,143.5544434
663.4591523,86.94808353,89.71989772,70.3,185,18,165.3568272,610.7544808,0,10194.71237,1755.707815,55,1931.736928,87,19942.19324,51.0390814,649,41202.94516,22.22025614,120,142.2060852
660.2218085,86.90559706,89.67528692,70.3,184,36,165.1479132,626.3619008,0,9309.350117,3540.387662,55,2070.622877,87,19942.19324,51.0390814,697,44733.55314,22.16809612,120,123.011261
657.0065648,86.86319392,89.63076363,70.3,168,34,164.9430236,633.7559567,0,8829.646314,3373.404248,76,2882.175283,87,19942.19324,51.0390814,760,46794.29289,21.36911222,120,122.6959229
653.8137471,86.8208807,89.58633474,70.3,210,30,164.7422847,632.5487693,0,9982.371239,2910.954147,77,2785.111586,87,19942.19324,51.0390814,771,47041.73922,20.86554404,120,148.3938446
650.6436856,86.77866413,89.54200735,70.3,229,34,164.5458259,645.0843804,0,11221.8438,3230.929593,57,2378.974565,87,19942.19324,51.0390814,774,48058.96991,20.54128568,120,149.6875153
635.1465611,86.56927876,89.32215271,70.3,141,18,170.4650446,621.1141093,0,7622.913414,2600.597154,13,676.4106025,87,19942.19324,51.0390814,826,56641.88132,20.28192363,120,146.6213226
632.1201973,86.52779308,89.27859275,70.3,115,16,176.6232349,624.432944,0,6222.49484,2072.040527,19,1368.802668,87,19942.19324,51.0390814,818,56750.38713,20.35817916,120,145.8921356
629.1190138,86.48645596,89.23518877,70.3,50,8,183.3164805,598.1171024,0,4729.629928,1746.818964,19,1250.036581,87,19942.19324,51.0390814,820,56464.1645,20.48846092,120,145.7959595
626.1433727,86.4452755,89.19194929,70.3,77,22,190.6167466,611.1943441,0,6466.539718,2818.912621,29,1577.240245,87,19942.19324,51.0390814,809,55909.94742,20.69786004,120,145.186203
623.19364,86.40425999,89.148883,70.3,89,18,198.6094898,609.8015639,0,6283.163848,1784.607336,29,1550.100148,87,19942.19324,51.0390814,797,54855.53528,20.66840103,120,140.7099152
620.2701852,86.36341786,89.10599877,70.3,77,12,249.730892,612.4440626,0,5207.841352,1461.392686,20,1318.730097,87,19942.19324,51.0390814,765,52294.49813,20.53146728,120,123.6338654
608.8466649,86.20195837,88.9364663,70.3,61,8,269.9220707,598.4654585,0,3721.84215,1185.789585,19,1160.301362,87,19942.19324,51.0390814,541,43644.96927,19.70224849,120,137.6270294
589.955752,85.92818854,88.64900798,70.3,10,4,554.2349474,578.5087791,0,671.6976411,592.69294,0,0,87,19942.19324,51.0390814,217,25514.75853,21.36697678,120,102.4591904
587.3777141,85.89014904,88.6090665,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,228,26174.88744,23.23231088,120,81.76311493
584.83106,85.85240833,88.56943876,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,230,26571.42885,22.23394334,120,85.19881439
582.3162014,85.81497721,88.53013608,70.3,44,0,-1,-1,1,258.0011577,0,0,0,87,19942.19324,51.0390814,281,27652.1633,21.32784433,120,85.01477051
579.8335521,85.77786658,88.49116993,70.3,58,0,-1,-1,1,774.62804,0,0,0,87,19942.19324,51.0390814,305,30151.49738,21.65542424,85,81.55826569
577.3835275,85.74108753,88.45255192,70.3,75,0,-1,-1,1,1295.873285,0,0,0,87,19942.19324,51.0390814,310,32597.25101,21.68765118,85,82.29477692
574.9665447,85.70465125,88.41429382,70.3,75,0,-1,-1,1,1857.535715,0,54,464.0659571,87,19942.19324,51.0390814,334,34872.5509,21.52863156,85,85.03392029
572.5830221,85.66856907,88.37640754,70.3,85,0,-1,-1,1,2825.000292,0,58,877.8541368,87,19942.19324,51.0390814,371,36480.19586,20.61768161,85,85.00583649
570.2333793,85.63285245,88.33890509,70.3,122,0,-1,-1,1,4491.018814,0,75,1288.233485,87,19942.19324,51.0390814,381,38915.2128,21.00145272,85,84.97862244
563.3919382,85.5280123,88.22882293,70.3,89,12,248.9625426,311.7258472,0,6072.077121,1676.362295,57,728.5803412,87,19942.19324,51.0390814,454,47447.14555,20.38999635,120,120.7539825
550.6806826,85.32979658,88.02069642,70.3,168,4,306.9549793,312.3450307,0,4605.93348,603.4884782,81,1109.061051,87,19942.19324,51.0390814,708,61942.54492,18.27631621,135,135.9255676
546.7438099,85.26747723,87.95526111,70.3,229,4,307.3334159,312.7301125,0,6757.16924,495.7752548,137,1635.42659,87,19942.19324,51.0390814,730,64111.55701,18.21527509,135,137.4093781
544.8335373,85.2370764,87.92334023,70.3,244,4,307.5578738,312.9585119,0,6882.789578,415.2217073,140,1847.623972,87,19942.19324,51.0390814,706,62845.80996,18.33027033,135,138.1023407
542.962589,85.20719788,87.89196779,70.3,274,6,378.2536711,398.9557535,0,7385.214209,799.7414852,142,1856.518031,87,19942.19324,51.0390814,682,63843.51727,18.61203372,135,131.8508148
541.1313729,85.17785401,87.86115672,70.3,225,4,377.5733014,399.3286261,0,7519.366268,395.5442379,110,1465.718407,87,19942.19324,51.0390814,692,65559.57626,18.359184,135,138.9744873
519.8848128,84.82994235,87.49584948,70.3,324,8,375.2416755,403.5132377,0,9686.980469,919.2724808,133,1566.374006,87,19942.19324,51.0390814,379,47637.29982,26.44823446,135,134.1416016
518.695487,84.81004913,87.4749616,70.3,328,12,317.3982294,404.5083667,0,10950.90748,1592.326786,104,1102.925113,87,19942.19324,51.0390814,359,46074.32433,27.06655793,135,134.6000366
517.5517346,84.79087511,87.45482888,70.3,405,18,305.0233348,429.0883561,0,11589.95825,1994.193242,108,1221.944761,87,19942.19324,51.0390814,347,44967.25939,27.62450614,120,138.9039612
516.4538582,84.77243026,87.43546179,70.3,471,14,302.1847668,450.5610898,0,13373.99044,1412.918853,144,1501.099466,87,19942.19324,51.0390814,374,45013.89394,26.33531697,135,138.0263824
515.4021511,84.75472428,87.4168705,70.3,516,24,278.4727175,485.8357304,0,15387.65955,2172.907416,189,1974.170293,87,19942.19324,51.0390814,359,43814.51438,26.80959377,120,145.9884491
514.3968964,84.73776653,87.39906487,70.3,496,20,268.4970153,487.140651,0,13070.90819,1516.343923,188,2599.060832,87,19942.19324,51.0390814,336,41330.73672,27.70365959,120,138.197113
513.4383671,84.72156611,87.38205443,70.3,481,28,261.73372,487.90364,0,12387.67847,1118.883571,161,3009.50628,87,19942.19324,51.0390814,318,39060.35137,27.45389378,120,148.2509155
512.5268251,84.70613176,87.36584836,70.3,435,22,258.6059006,402.4030866,0,12355.50196,2640.514675,145,3322.59013,87,19942.19324,51.0390814,330,37788.29924,26.10660246,120,139.3105621
511.6625218,84.69147188,87.35045549,70.3,449,30,258.8575844,436.3217492,0,13730.08906,2364.709102,221,3908.53358,87,19942.19324,51.0390814,344,35776.68008,24.89016876,120,133.9494171
510.8456967,84.67759453,87.33588427,70.3,442,34,275.4705645,438.0370818,0,14702.56261,2484.474423,236,4205.855057,87,19942.19324,51.0390814,337,33346.03523,25.02824138,120,131.352066
510.0765781,84.66450738,87.32214276,70.3,521,36,275.0558218,468.0325909,0,17081.42371,3520.017394,224,3543.382714,87,19942.19324,51.0390814,328,31897.32986,25.23831014,120,131.7654572
509.3553821,84.65221773,87.30923863,70.3,563,40,273.8262445,496.2304126,0,15717.5992,2619.209302,167,2921.010068,87,19942.19324,51.0390814,332,30294.60646,24.30652822,120,132.4137268
508.6823124,84.64073248,87.29717911,70.3,534,30,270.5774402,468.8094643,0,13329.28972,2852.962291,168,2505.928659,87,19942.19324,51.0390814,339,29117.07386,23.66413587,120,132.0475464
508.0575604,84.63005811,87.28597103,70.3,464,22,273.3696037,493.118119,0,12145.18986,2523.216174,179,1521.222682,87,19942.19324,51.0390814,342,27767.68357,22.39892327,120,132.0853882
507.4813045,84.62020069,87.27562074,70.3,479,14,279.2070306,480.7363833,0,11089.53376,1444.656529,180,1390.737652,87,19942.19324,51.0390814,333,26890.34039,21.35371136,120,132.0858612
506.95371,84.61116585,87.26613416,70.3,454,8,280.1887545,323.0471487,0,10157.61315,1156.265476,155,1391.833727,87,19942.19324,51.0390814,267,25454.53752,22.03376492,120,124.8390656
506.4749291,84.60295879,87.25751674,70.3,382,4,281.2065762,288.998881,0,9197.688492,725.4387446,183,1554.395348,87,19942.19324,51.0390814,223,24544.38798,24.00890556,120,125.6707764
506.0451002,84.59558422,87.24977345,70.3,288,0,-1,-1,1,8233.601141,0,152,1974.904551,87,19942.19324,51.0390814,214,24024.85744,24.70176464,120,122.1008911
505.6643483,84.58904644,87.24290877,70.3,264,0,-1,-1,1,7300.071394,0,141,2283.460112,87,19942.19324,51.0390814,166,25046.9101,29.4246181,120,122.0671539
505.3327843,84.58334923,87.23692671,70.3,228,0,-1,-1,1,7303.259772,0,147,2026.960992,87,19942.19324,51.0390814,176,25895.84723,27.64725792,120,132.0797882
505.050505,84.57849593,87.23183074,70.3,245,8,247.3866719,339.4589707,0,7174.265576,1020.504543,143,1603.837779,87,19942.19324,51.0390814,165,28322.0289,29.15242286,120,132.1804962
504.8175931,84.57448938,87.22762386,70.3,220,4,247.2725857,248.6157369,0,6180.241928,542.5025227,93,1189.055508,87,19942.19324,51.0390814,180,32165.90992,29.07113446,120,120.3083954
504.6341169,84.57133191,87.22430852,70.3,190,8,247.1827144,305.2853336,0,5070.371826,1216.915528,74,1401.25052,87,19942.19324,51.0390814,151,34039.82888,33.52646262,120,129.3166962
505.2115392,84.58126497,87.23473823,70.3,279,9,165.136706,301.0750926,0,6968.842603,1134.595325,97,1218.055988,87,19942.19324,51.0390814,313,56477.81088,33.5186171,135,130.4768677
505.5229856,84.58661789,87.24035879,70.3,271,14,162.5468383,484.5885733,0,6224.63141,726.9438903,115,1236.490349,87,19942.19324,51.0390814,319,55612.72229,33.92604758,135,140.7102356
505.8836612,84.5928128,87.24686345,70.3,189,6,162.2643303,322.017539,0,6132.547721,485.6602956,111,1403.998382,87,19942.19324,51.0390814,317,52211.45062,33.84916119,135,119.1139069
507.2599411,84.61641108,87.27164164,70.3,146,10,155.0967654,307.1687804,0,4915.678747,1673.116138,63,1181.395334,87,19942.19324,51.0390814,330,46628.39703,30.99268596,120,120.7684402
507.8163423,84.6259332,87.28163987,70.3,114,18,152.8836617,483.4516639,0,4922.913076,1871.77067,36,1028.251864,87,19942.19324,51.0390814,375,45976.01837,28.04090774,120,120.8400803
508.4213088,84.63627462,87.29249837,70.3,108,10,150.75187,302.6895567,0,4240.962249,1979.469274,18,444.164782,87,19942.19324,51.0390814,445,47258.08209,25.80481337,120,120.9090424
509.0746673,84.64742946,87.30421095,70.3,103,12,148.6977068,504.2170446,0,3831.829049,1679.350207,20,552.4250583,87,19942.19324,51.0390814,480,47342.76656,24.57491003,120,119.9862518
509.7762319,84.6593914,87.31677098,70.3,124,12,149.7104708,493.6234553,0,3774.671876,1243.045813,20,605.6855444,87,19942.19324,51.0390814,548,48170.00304,23.21691514,120,120.9692307
510.5258038,84.67215369,87.33017139,70.3,95,6,150.7975307,252.163497,0,3670.289687,1160.230346,36,635.2691961,87,19942.19324,51.0390814,534,48221.15034,22.85104326,120,119.7051544
511.3231718,84.68570922,87.3444047,70.3,120,6,151.9114349,249.3687414,0,4004.2066,1193.442874,37,806.302242,87,19942.19324,51.0390814,573,50512.69756,22.99584714,120,120.7472534
512.1681127,84.70005046,87.359463,70.3,103,6,153.0525877,246.2723173,0,4233.034668,1172.798515,54,1389.025859,87,19942.19324,51.0390814,606,52285.21759,23.06152602,120,120.5896759
513.0603916,84.71516951,87.37533799,70.3,97,4,241.6156346,243.2841216,0,4585.716322,1020.76562,53,1030.80757,87,19942.19324,51.0390814,618,53485.13843,23.00302924,120,120.6391602
513.9997618,84.73105809,87.39202101,70.3,87,0,-1,-1,1,4519.783051,0,53,1144.542881,87,19942.19324,51.0390814,679,54574.72626,22.51721664,120,120.629364
514.9859657,84.74770762,87.40950301,70.3,92,6,251.5047664,252.8815891,0,4865.741562,1088.321849,53,1140.642443,87,19942.19324,51.0390814,724,56868.16002,22.38091484,120,120.5962067
520.6097323,84.84204539,87.50855767,70.3,122,16,99.88444051,491.9185771,0,4187.338064,1126.79916,32,917.7455547,87,19942.19324,51.0390814,945,67385.44724,20.1165186,120,134.7008362
521.8709448,84.8630621,87.53062522,70.3,95,13,100.1264174,509.7410452,0,4366.329831,1110.369317,46,905.0361784,87,19942.19324,51.0390814,961,68650.31833,19.86081802,120,140.2632599
528.8414049,84.97830875,87.6516342,70.3,170,12,101.4637733,514.3200895,0,8980.998818,1543.472007,23,830.8955891,87,19942.19324,51.0390814,1191,79298.80318,18.16601425,120,145.5717773
533.5425012,85.05518015,87.73234917,70.3,171,24,102.365728,382.3082994,0,9094.253142,2962.115282,80,2001.701116,87,19942.19324,51.0390814,1124,76379.13895,18.23056696,120,136.1209717
535.1937877,85.08202101,87.76053208,70.3,203,24,102.6825446,527.1181795,0,8598.995056,2372.271755,84,1980.179066,87,19942.19324,51.0390814,1108,74227.88003,18.46579117,120,137.2112274
542.2098756,85.19514821,87.87931563,70.3,168,16,358.3757393,533.8788214,0,5212.26814,943.4863258,62,1384.787067,87,19942.19324,51.0390814,1170,68581.20257,18.32686227,120,134.615921
544.0646458,85.22480985,87.91046036,70.3,129,14,355.6185583,529.8663317,0,5050.719255,1489.478678,74,1573.648642,87,19942.19324,51.0390814,1154,68145.48238,18.35263312,120,135.2596893
551.8745307,85.34860677,88.04044712,70.3,269,20,344.7995878,546.8223952,0,7872.371524,2134.565039,92,1316.180626,87,19942.19324,51.0390814,1048,64320.52681,19.15234037,120,134.5040588
553.9226366,85.38078201,88.07423112,70.3,264,28,361.4928937,543.9828177,0,6803.727094,1762.812586,91,1109.268408,87,19942.19324,51.0390814,1048,65407.25562,18.9568976,120,137.3476257
556.0081628,85.41342309,88.10850426,70.3,254,16,363.2857799,540.2344658,0,7644.538238,1222.27925,117,1444.34841,87,19942.19324,51.0390814,1120,67083.72055,18.45228234,120,137.9711761
558.1306897,85.44651781,88.14325371,70.3,276,24,364.9751653,492.0721436,0,8523.431271,1663.901277,151,1714.104823,87,19942.19324,51.0390814,1140,67556.96355,18.16828339,120,138.2115631
571.6192832,85.65393716,88.36104403,70.3,284,6,353.8300866,552.2006851,0,7053.249127,509.3482727,138,1499.931739,87,19942.19324,51.0390814,1405,72776.76403,15.51010013,120,136.940094
573.9890196,85.68987143,88.39877501,70.3,356,28,351.9715721,567.3776652,0,8385.771308,1188.98574,148,1180.905337,87,19942.19324,51.0390814,1433,74125.02929,15.49914461,120,120.0438843
581.2983432,85.79978144,88.51418053,70.3,335,30,320.1838591,573.787502,0,8252.26816,1905.468727,86,1611.679672,87,19942.19324,51.0390814,1452,76802.94512,14.54130483,120,128.617691
583.8000972,85.837083,88.55334716,70.3,284,22,318.6597095,555.9911907,0,7729.962277,1717.417712,102,2074.761383,87,19942.19324,51.0390814,1514,77008.05459,13.76956082,120,123.0338898
586.3338155,85.87469858,88.59284352,70.3,299,32,317.1801164,563.2407374,0,9230.725151,2126.03758,92,1828.688065,87,19942.19324,51.0390814,1475,76009.73636,13.32973362,120,119.3370819
588.8990855,85.91261734,88.63265822,70.3,291,24,318.4905305,583.4095816,0,9294.537399,1927.740253,78,1712.878453,87,19942.19324,51.0390814,1478,75690.35854,13.07840651,120,120.0771713
591.4954967,85.95082859,88.67278003,70.3,298,49,314.5161539,586.990345,0,9686.409515,3615.263434,78,1500.713692,87,19942.19324,51.0390814,1426,75046.87505,13.25319545,120,133.8431244
607.7052417,86.18565939,88.91935237,70.3,186,22,280.6461444,600.2926118,0,7742.82234,2875.475216,67,2516.710899,87,19942.19324,51.0390814,1360,78019.77104,15.23577042,120,140.5735626
610.5083541,86.22563196,88.96132357,70.3,205,22,279.6102438,605.961543,0,9033.842305,2557.486513,93,2479.560028,87,19942.19324,51.0390814,1355,81288.64697,15.63872924,120,143.7179413
613.3394168,86.26581726,89.00351813,70.3,209,36,278.6040236,555.8517381,0,9723.379656,3056.138028,121,3004.567739,87,19942.19324,51.0390814,1294,82050.79645,16.13446319,120,150.8252106
616.1980444,86.30620605,89.04592637,70.3,277,32,277.6265863,610.9520491,0,11082.94624,2554.070115,140,3242.183052,87,19942.19324,51.0390814,1308,83035.65121,16.17631614,120,130.835907
621.9964705,86.38755815,89.13134607,70.3,412,34,282.9965058,618.3920796,0,11728.88298,2231.525705,193,3146.739558,87,19942.19324,51.0390814,1234,81939.98448,17.30166079,120,129.0949249
624.9355159,86.42850388,89.17433908,70.3,492,33,302.9364354,610.3875194,0,14116.09354,2170.76975,190,2861.501965,87,19942.19324,51.0390814,1188,81930.1044,18.12947038,120,128.2249603
627.9006201,86.46961798,89.21750889,70.3,599,26,306.7923445,613.3402404,0,14206.40404,2965.780457,221,3099.002007,87,19942.19324,51.0390814,1149,80957.20568,18.62830801,120,125.8047791
640.0143338,86.63559375,89.39178345,70.3,768,30,384.6870315,609.1745459,0,19305.04834,2257.50978,413,5655.271949,87,19942.19324,51.0390814,936,70400.0152,21.03274457,120,117.5231857
643.1042973,86.67742797,89.43570938,70.3,858,46,389.7334376,607.4512361,0,21150.13531,2470.686891,385,5047.519891,87,19942.19324,51.0390814,918,67383.57721,21.02219362,120,114.8352356
646.2181728,86.71938308,89.47976225,70.3,764,40,394.8784181,628.9622658,0,20351.75284,2594.901301,442,4476.63069,87,19942.19324,51.0390814,855,65408.7762,20.98657301,120,120.9982452
649.3556164,86.76145176,89.52393437,70.3,787,45,460.4286436,635.3480988,0,18957.74353,2650.814711,417,4974.799218,87,19942.19324,51.0390814,771,64737.00474,21.77166913,120,119.2252502
652.5162882,86.80362688,89.56821824,70.3,702,12,584.9705217,633.7241441,0,15561.51914,369.3430282,427,4277.889939,87,19942.19324,51.0390814,686,63185.45259,23.18408284,120,119.549881
655.6998521,86.84590145,89.61260654,70.3,634,8,485.6327283,634.2895995,0,12561.78846,306.3487027,309,2706.709288,87,19942.19324,51.0390814,578,59207.60206,24.7645778,120,117.9136505
668.656455,87.01586057,89.79106361,70.3,384,16,368.8885806,636.7699202,0,11293.10623,3178.519999,91,913.4666401,87,19942.19324,51.0390814,555,45578.65491,20.37416361,120,124.8186646
671.9495848,87.05853354,89.83587023,70.3,360,16,368.0856727,635.4093131,0,11577.87802,3278.358805,79,365.2253811,87,19942.19324,51.0390814,535,43468.47662,19.36895519,120,123.0239716
675.2636775,87.10126753,89.88074092,70.3,333,12,367.3054356,625.8908254,0,11919.05128,2789.142443,81,1325.482781,87,19942.19324,51.0390814,488,40967.64241,18.87907008,120,122.5707245
678.5984261,87.1440567,89.92566955,70.3,329,20,366.5472297,624.5667806,0,12139.32979,2128.405924,106,1513.182244,87,19942.19324,51.0390814,455,39677.64192,19.92227325,120,121.964035
681.9535275,87.18689534,89.97065012,70.3,338,20,365.8104349,631.3142856,0,12663.51047,2103.652765,123,1536.499546,87,19942.19324,51.0390814,485,39857.62319,19.27639073,120,122.0612946
685.3286827,87.22977791,90.01567682,70.3,379,25,365.0944507,637.6745994,0,15582.12716,2885.271748,119,1107.636191,87,19942.19324,51.0390814,518,41570.07174,19.27205351,120,121.854126
688.723597,87.272699,90.06074396,70.3,394,26,364.3986948,657.484497,0,14703.64712,2074.042196,126,1642.59486,87,19942.19324,51.0390814,555,43293.93893,18.0667994,120,121.4234161
692.1379795,87.31565336,90.10584604,70.3,437,20,363.7226032,625.9046323,0,14531.1626,2103.86752,135,1845.410921,87,19942.19324,51.0390814,583,45173.71575,17.86623259,120,131.5914001
703.8921274,87.4619219,90.25942801,70.3,216,22,168.6566403,670.4606924,0,6788.920528,2198.353618,75,1288.795996,87,19942.19324,51.0390814,612,36368.86716,26.03103854,120,152.1361237
700.3776957,87.41844588,90.21377819,70.3,210,14,168.4007276,669.0165871,0,7093.261603,1606.192169,112,2007.389742,87,19942.19324,51.0390814,575,35029.13191,26.56204405,120,153.0875702
696.8814149,87.37497739,90.16813627,70.3,201,20,168.1474004,672.8855521,0,7280.135558,1873.869568,134,2638.091773,87,19942.19324,51.0390814,537,34193.62342,27.43338142,120,148.3608398
693.4035593,87.33152107,90.12250714,70.3,244,24,167.8967525,671.5882815,0,8017.238617,2126.426166,137,3306.001804,87,19942.19324,51.0390814,529,34992.61389,28.07213826,120,151.2358551
689.9444078,87.28808172,90.07689582,70.3,294,44,167.6488799,668.4257163,0,9989.042737,3481.614935,131,3406.116311,87,19942.19324,51.0390814,545,34761.07898,26.80778647,120,153.6892853
686.5042429,87.24466425,90.03130748,70.3,282,44,167.403881,667.2716467,0,9731.096886,3150.27326,95,2580.720722,87,19942.19324,51.0390814,516,34432.21435,25.7122572,120,159.3747864
683.0833516,87.20127375,89.98574745,70.3,244,14,167.1618568,667.0180829,0,7646.111479,1642.427202,76,1696.526424,87,19942.19324,51.0390814,545,35219.45345,24.30744964,120,146.4590302
679.6820248,87.15791543,89.94022122,70.3,200,10,166.9229105,631.8682824,0,7018.079502,1411.236739,63,1150.98088,87,19942.19324,51.0390814,535,35510.46592,24.56744299,120,156.7808838
676.3005579,87.11459465,89.8947344,70.3,233,12,166.6871479,638.0297498,0,7243.333052,744.1104453,25,912.1128733,87,19942.19324,51.0390814,546,35932.15262,23.68729482,120,157.1229401
672.9392501,87.07131694,89.8492928,70.3,176,18,166.4546774,639.1519803,0,6988.985089,764.5311432,29,1091.922014,87,19942.19324,51.0390814,546,36856.0204,22.52080034,120,157.2424164
669.598405,87.02808795,89.80390236,70.3,194,18,166.22561,651.0062534,0,8146.629793,1175.707642,47,1310.069488,87,19942.19324,51.0390814,579,38269.62251,21.79437728,120,156.6277466
666.2783305,86.98491352,89.75856921,70.3,178,16,166.0000593,620.5845491,0,8745.413215,1660.556913,63,1683.051929,87,19942.19324,51.0390814,609,41360.40765,21.92608246,120,148.809082
662.9793386,86.94179962,89.71329962,70.3,157,20,165.7781417,638.0675286,0,8642.682731,1978.853073,63,1946.045241,87,19942.19324,51.0390814,627,42400.4345,22.56522647,120,155.2241058
659.7017456,86.8987524,89.66810004,70.3,177,10,165.5599763,215.5904977,0,8964.35505,1247.123245,55,1795.833786,87,19942.19324,51.0390814,689,45470.81581,22.16268429,120,148.1036072
656.445872,86.85577817,89.62297709,70.3,195,24,165.345685,613.05892,0,10212.87914,3598.184068,55,1992.611264,87,19942.19324,51.0390814,720,48006.38399,21.73907899,120,147.4038544
653.2120425,86.81288339,89.57793758,70.3,188,36,165.1353926,628.600367,0,9275.175507,3528.515384,68,2685.163923,87,19942.19324,51.0390814,754,51245.23684,22.29016649,120,122.4870377
650.0005863,86.77007471,89.53298846,70.3,168,20,164.9292269,633.6337396,0,8773.064138,2061.234449,76,2886.140267,87,19942.19324,51.0390814,784,53445.50038,21.97402696,120,122.9407806
646.8118366,86.72735892,89.48813688,70.3,201,32,164.7273184,632.4173483,0,9754.145317,2951.482775,71,2600.819274,87,19942.19324,51.0390814,804,54947.17653,21.93878442,120,150.9594116
637.3852218,86.59983954,89.35424153,70.3,144,26,164.148489,614.1305261,0,9824.99574,3053.475006,33,1098.408291,87,19942.19324,51.0390814,878,59537.20569,20.90207639,120,148.9141998
634.2907147,86.55756682,89.30985517,70.3,154,26,163.9649776,617.5213462,0,8905.99439,2800.05996,13,707.5538886,87,19942.19324,51.0390814,885,59568.7877,20.41556237,130,148.0214844
631.2206432,86.51542361,89.2656048,70.3,140,18,166.0110891,626.5795731,0,7984.845041,3029.698408,13,687.6603426,87,19942.19324,51.0390814,878,59145.82603,20.06249577,130,147.1947784
628.1753657,86.47341777,89.22149867,70.3,125,22,171.8563541,617.847971,0,6835.699033,2487.510182,13,652.2024992,87,19942.19324,51.0390814,815,58338.34254,20.52351567,120,146.9820099
625.1552446,86.43155732,89.1775452,70.3,64,8,178.1987956,619.1156485,0,4846.992223,1781.829211,19,1337.46691,87,19942.19324,51.0390814,825,57690.93984,20.40445841,120,145.7414703
616.2495022,86.30693137,89.04668795,70.3,67,14,248.1120995,601.6284886,0,5846.322221,1229.571587,29,1516.500138,87,19942.19324,51.0390814,761,54064.98012,20.73128902,120,140.9708862
591.0131608,85.94374278,88.66533993,70.3,19,0,-1,-1,1,1103.623917,0,0,0,87,19942.19324,51.0390814,273,29935.91986,20.47076806,120,136.29422
588.354779,85.90458545,88.62422473,70.3,19,0,-1,-1,1,698.5651245,0,0,0,87,19942.19324,51.0390814,255,29102.67048,21.13022646,120,138.5579224
585.7270146,85.86570484,88.58340009,70.3,19,2,547.3074182,547.3074182,0,356.8482585,49.97470084,0,0,87,19942.19324,51.0390814,230,27330.30204,22.70459775,120,100.706131
