distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
526.8921463,103.7863953,106.458117,51.1,78,0,-1,-1,1,404.9606897,0,43,49.25669675,604,40867.42223,33.3594368,1246,69111.49925,18.88280263,135,102.9462051
528.5355343,103.8134446,106.4865188,51.1,26,0,-1,-1,1,26.59631795,0,0,0,604,40867.42223,33.3594368,1054,64482.40215,19.90318318,135,102.9406281
545.1697955,104.0825965,106.7691283,51.1,83,12,357.2593281,440.0072492,0,442.7080426,102.6303417,24,58.21266746,604,40867.42223,33.3594368,1241,68573.05682,20.44423074,155,151.2825317
547.2152986,104.1151254,106.8032836,51.1,91,6,359.8686695,445.7417636,0,596.0953543,55.32397822,30,90.41467778,604,40867.42223,33.3594368,1228,67843.29821,20.89859788,155,150.896286
562.5708164,104.3555048,107.055682,51.1,184,16,361.4135555,449.0589408,0,1381.708309,235.2323026,63,226.8677445,604,40867.42223,33.3594368,1362,81691.29328,23.16238129,155,148.2302704
564.9074267,104.3915065,107.0934838,51.1,210,14,347.0507235,424.605079,0,1195.831096,194.5067163,76,199.7473033,604,40867.42223,33.3594368,1400,82476.33898,22.77939992,155,144.3979187
574.5940389,104.5391831,107.2485442,51.1,107,4,347.0113089,397.0363526,0,360.5464914,54.01611193,0,0,604,40867.42223,33.3594368,1244,78579.20971,23.72067682,155,159.7333221
579.6354578,104.6150597,107.3282146,51.1,139,9,159.7653368,352.190765,0,1048.360088,233.9575847,53,86.48741318,604,40867.42223,33.3594368,1130,70340.41312,22.71990155,155,160.2846069
582.2042091,104.6534676,107.368543,51.1,120,8,153.8050835,351.2433431,0,851.9251496,102.144107,42,191.9501755,604,40867.42223,33.3594368,1111,68323.55018,22.15078507,155,153.9115601
590.0975959,104.7704377,107.4913616,51.1,138,8,151.0869527,361.1609233,0,750.0372808,78.99466224,36,71.07941739,604,40867.42223,33.3594368,1067,65639.32236,21.26744004,160,155.1857452
598.2629892,104.8898035,107.6166957,51.1,87,2,382.0838765,382.0838765,0,311.0916988,55.23112274,8,6.928161473,604,40867.42223,33.3594368,1284,74300.48247,22.1435707,160,146.1571655
601.0433275,104.9300764,107.6589822,51.1,79,4,382.8278266,392.4382802,0,370.9638878,38.01881878,21,13.23112361,604,40867.42223,33.3594368,1296,76142.02697,23.10134112,160,145.4917603
603.8522656,104.9705748,107.7015055,51.1,57,4,383.6355625,393.1564745,0,307.7050582,70.48075512,8,10.97635452,604,40867.42223,33.3594368,1277,79513.014,23.62368201,160,143.4202271
606.6894065,105.011289,107.7442554,51.1,83,6,384.4570589,391.7479167,0,513.9775718,251.24719,0,0,604,40867.42223,33.3594368,1316,82377.4181,24.14840038,160,142.3141632
609.5543562,105.0522096,107.787222,51.1,57,0,-1,-1,1,188.6170731,0,0,0,604,40867.42223,33.3594368,1370,86280.64567,23.86832938,160,142.4758759
612.4467245,105.0933271,107.8303954,51.1,24,0,-1,-1,1,22.22311468,0,0,0,604,40867.42223,33.3594368,1382,89043.42878,24.46712099,160,142.6772766
615.3661248,105.1346325,107.8737661,51.1,20,2,575.7439194,575.7439194,0,75.67024143,6.682961069,0,0,604,40867.42223,33.3594368,1407,90776.8965,24.35298946,160,160.1720581
618.3121742,105.1761168,107.9173245,51.1,94,8,175.0262746,582.1513166,0,288.5017828,40.22032399,10,14.44509472,604,40867.42223,33.3594368,1357,90267.96762,24.98253142,160,161.5138855
621.2844935,105.2177711,107.9610616,51.1,93,8,171.1180895,467.25422,0,470.4507555,197.624454,41,79.46468791,604,40867.42223,33.3594368,1342,91185.3518,25.82278504,160,155.8913422
624.2827077,105.2595869,108.0049682,51.1,176,6,167.4185484,463.6965571,0,607.0236371,128.1795624,47,79.91937359,604,40867.42223,33.3594368,1300,90859.41682,26.7735113,160,155.9508667
627.3064453,105.3015558,108.0490355,51.1,175,20,154.4766325,535.093172,0,1238.130435,260.2649341,95,296.0146247,604,40867.42223,33.3594368,1232,89932.25944,27.81335365,160,156.036438
630.3553391,105.3436695,108.0932549,51.1,239,18,154.7725135,544.4484756,0,1373.989957,237.6503344,34,77.43325303,604,40867.42223,33.3594368,1198,88376.1057,28.23291511,160,164.3011475
642.7952725,105.5134143,108.271487,51.1,261,10,277.4589911,528.1978178,0,1316.926977,250.707223,100,247.2849034,604,40867.42223,33.3594368,1177,82140.59241,25.46234276,160,160.8360291
649.1569277,105.5989547,108.3613044,51.1,81,4,274.844667,286.303954,0,745.4529368,241.2364658,61,113.5045206,604,40867.42223,33.3594368,1180,76214.21572,23.30734263,160,164.7380676
652.3719751,105.6418667,108.406362,51.1,96,4,276.2058766,286.9515231,0,891.6458323,279.3672944,47,247.0047591,604,40867.42223,33.3594368,1190,73650.52943,22.07251494,160,161.2400818
655.6093891,105.6848641,108.4515093,51.1,119,8,277.5765559,592.3990899,0,997.3783031,245.9107499,82,326.9149803,604,40867.42223,33.3594368,1198,71375.66231,21.15089526,160,159.8521576
658.86884,105.7279402,108.4967391,51.1,122,6,278.9565653,286.623272,0,900.578707,122.8088264,78,315.1014337,604,40867.42223,33.3594368,1239,69339.24023,20.33654163,160,156.6906738
662.1500023,105.7710885,108.5420449,51.1,107,6,280.3457671,282.7509982,0,871.6261023,214.0271087,48,270.8051129,604,40867.42223,33.3594368,1194,67958.70307,21.10223983,160,156.7300262
682.2752295,106.0311529,108.8151125,51.1,101,2,571.905686,571.905686,0,434.7148027,17.72583628,16,22.08478395,604,40867.42223,33.3594368,1730,71675.23371,17.22414616,160,140.2667542
685.6996179,106.0746389,108.8607729,51.1,187,16,572.3378614,591.957672,0,986.5191339,147.6685688,68,143.1736239,604,40867.42223,33.3594368,1840,71754.94177,16.53184674,160,141.1159515
689.1432675,106.1181512,108.9064607,51.1,267,10,582.1593328,592.2944608,0,1133.59051,66.87389609,141,276.7215914,604,40867.42223,33.3594368,1977,72604.90972,16.30645698,160,140.2395172
701.7914471,106.2761222,109.0723303,51.1,42,0,-1,-1,1,248.9254532,0,11,34.08790217,604,40867.42223,33.3594368,113,4493.533278,10.56700521,140,158.2168274
698.2447368,106.2321142,109.0261219,51.1,38,0,-1,-1,1,300.7893486,0,8,25.86131613,604,40867.42223,33.3594368,142,5745.01543,11.34305238,140,140.9491119
694.7159057,106.1881056,108.9799129,51.1,32,4,281.0921138,281.9231673,0,341.8281909,91.0880807,21,67.25991454,604,40867.42223,33.3594368,132,7167.169087,13.3136712,140,150.0626831
691.2052277,106.1441011,108.9337081,51.1,21,4,277.7731596,282.5620434,0,332.6289501,130.7280736,8,109.1994401,604,40867.42223,33.3594368,130,8461.498491,14.85617323,140,149.7679443
687.7129808,106.1001052,108.8875125,51.1,21,4,274.5063184,283.2179797,0,354.9490165,145.0755784,0,0,604,40867.42223,33.3594368,140,9632.787581,15.2372492,140,149.4804993
684.2394473,106.056123,108.8413311,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,155,10848.88808,16.99270441,140,149.1998291
680.7849135,106.0121593,108.7951692,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,157,12069.57522,17.88724149,140,148.9255524
677.3496701,105.9682193,108.7490322,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,149,14313.60386,19.40005993,140,148.6570435
673.9340122,105.9243083,108.7029257,51.1,33,2,261.9417728,261.9417728,0,400.8689535,80.0824707,0,0,604,40867.42223,33.3594368,143,15861.54314,20.09819505,140,146.4552917
601.5230905,104.9370069,107.6662592,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,83,22393.3998,25.48407892,140,161.6907654
598.6772968,104.8958166,107.6230094,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,61,20183.45933,31.03764276,140,164.1949158
595.8598685,104.8548435,107.5799877,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,53,17800.60918,31.41791214,140,162.8160095
593.0712099,104.8140976,107.5372045,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,48,16636.53178,32.03663551,140,159.934967
537.8442485,103.9650914,106.6457479,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,285,40122.917,21.35569502,155,150.7520599
535.8739711,103.9332141,106.6122767,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,336,45154.71631,20.46912095,155,156.0250549
533.9432461,103.9018627,106.5793578,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,381,50161.74281,21.02221078,155,155.7640991
532.0525043,103.8710506,106.5470051,51.1,28,0,-1,-1,1,94.0771957,0,10,0.043116156,604,40867.42223,33.3594368,498,54859.45809,19.76229383,155,156.031662
530.2021732,103.8407909,106.5152324,51.1,39,8,407.5481082,436.6385481,0,359.5519191,113.827094,11,18.16991914,604,40867.42223,33.3594368,571,61226.80076,20.77831871,155,156.2224274
528.3926776,103.8110966,106.4840534,51.1,55,4,416.0412281,441.2069177,0,239.0805366,54.66614287,39,32.95943271,604,40867.42223,33.3594368,637,65214.9464,20.59597648,155,156.1587677
511.3003725,103.525483,106.1841591,51.1,144,12,259.3108694,450.6364125,0,534.0650327,149.5674356,39,50.44783388,604,40867.42223,33.3594368,1816,90740.5488,15.84482743,155,167.3595581
507.574135,103.4619505,106.1174499,51.1,104,4,400.4533006,418.8790872,0,399.1589344,46.59514065,46,65.34814641,604,40867.42223,33.3594368,1910,85609.11338,16.22061939,155,174.5188599
506.4247029,103.4422584,106.0967733,51.1,89,6,362.8747378,367.6717717,0,338.9239316,99.66206002,13,12.08689018,604,40867.42223,33.3594368,1938,84847.90983,16.2546217,155,171.2652588
503.2587916,103.3877882,106.0395796,51.1,76,0,-1,-1,1,166.0496077,0,10,5.230126124,604,40867.42223,33.3594368,1722,81086.26689,16.29679478,155,160.5886078
500.5225698,103.3404341,105.9898578,51.1,68,10,114.8644376,424.1257853,0,358.3652284,153.7290814,24,57.84266106,604,40867.42223,33.3594368,1550,76437.37866,16.70625986,155,167.818573
499.7072344,103.3262735,105.9749892,51.1,40,2,419.3408698,419.3408698,0,201.9074115,16.99391951,33,34.5167734,604,40867.42223,33.3594368,1473,73902.16073,16.86109656,155,159.9896088
498.9406752,103.312939,105.9609879,51.1,71,0,-1,-1,1,204.642728,0,19,24.33637784,604,40867.42223,33.3594368,1428,70821.45802,17.0867476,155,167.7939148
496.3665038,103.2680101,105.9138126,51.1,13,0,-1,-1,1,0.202930952,0,0,0,604,40867.42223,33.3594368,1225,67700.00417,18.13977353,155,143.5010376
495.8469354,103.2589135,105.9042611,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,1175,66718.55991,18.65863775,155,151.6295929
493.6147524,103.2197234,105.8631115,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,616,54366.57369,25.30598203,135,154.3298187
493.4977213,103.2176638,105.860949,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,572,51582.32132,25.78357322,135,163.216568
493.4313307,103.2164952,105.859722,51.1,8,2,107.142956,107.142956,0,41.953939,27.5264706,0,0,604,40867.42223,33.3594368,530,49919.03599,27.05269769,135,161.8635406
493.415601,103.2162183,105.8594312,51.1,8,2,106.7803756,106.7803756,0,67.70105874,22.08529761,0,0,604,40867.42223,33.3594368,526,47834.01438,26.6666263,135,160.1943359
493.4505371,103.2168333,105.8600769,51.1,17,2,106.4311461,106.4311461,0,134.3469299,15.73269257,8,23.49763162,604,40867.42223,33.3594368,522,44975.11681,26.1276938,135,131.4100342
493.5361281,103.2183398,105.8616587,51.1,17,2,107.572932,107.572932,0,134.2892262,54.21582961,8,27.59273399,604,40867.42223,33.3594368,508,43168.52532,25.03954259,135,142.1227112
493.6723478,103.2207368,105.8641756,51.1,24,2,111.3096354,111.3096354,0,156.6901625,53.61751623,17,52.2404314,604,40867.42223,33.3594368,494,41607.38886,24.28401672,135,131.9013977
493.8591542,103.224023,105.8676261,51.1,37,4,112.0199639,112.0199639,0,185.2218314,39.22399571,13,18.8921031,604,40867.42223,33.3594368,471,39271.21579,23.62572921,135,146.1320343
494.0964899,103.2281962,105.8720079,51.1,33,4,111.6540632,111.6540632,0,203.0485925,11.44883922,13,19.84797953,604,40867.42223,33.3594368,411,36085.69607,22.79178304,135,145.8479156
494.3842823,103.2332539,105.8773186,51.1,29,8,115.6721123,124.0265764,0,275.6500587,181.6726353,13,12.31047269,604,40867.42223,33.3594368,331,31853.77646,22.94430579,135,145.9282532
494.7224432,103.2391931,105.8835547,51.1,29,6,120.2426033,120.6269834,0,235.7739289,42.80599715,0,0,604,40867.42223,33.3594368,252,29207.9797,23.76829932,135,145.9062805
495.1108694,103.24601,105.8907125,51.1,13,0,-1,-1,1,71.2940417,0,0,0,604,40867.42223,33.3594368,209,29137.32397,26.27057837,135,136.437088
495.5494427,103.2537006,105.8987876,51.1,13,0,-1,-1,1,7.801192092,0,0,0,604,40867.42223,33.3594368,216,30258.54709,25.50163573,135,137.113678
496.0380302,103.2622603,105.9077753,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,293,30631.43389,22.03234038,135,139.5223236
502.6569627,103.3773949,106.0286666,51.1,22,4,388.6301765,394.1440708,0,144.876308,37.86401521,0,0,604,40867.42223,33.3594368,1330,68689.83299,16.87536322,135,154.1092834
503.6352841,103.3942838,106.0463999,51.1,42,4,388.2592863,393.7679184,0,152.2486951,24.80627926,18,45.8188382,604,40867.42223,33.3594368,1363,71485.60509,16.99508084,135,153.2383881
506.8549408,103.4496345,106.1045182,51.1,61,10,100.5271652,240.3517476,0,533.4533868,126.8266982,22,83.28566543,604,40867.42223,33.3594368,1619,80741.33852,17.17327638,135,132.145813
509.2355893,103.4903358,106.1472545,51.1,91,10,100.3486297,343.9952042,0,908.5441216,140.3754372,45,219.6826663,604,40867.42223,33.3594368,1689,80817.14914,16.7628569,135,136.8525848
510.4952131,103.5117943,106.169786,51.1,132,8,100.2814829,343.9288713,0,836.8687014,78.28938265,52,96.37585647,604,40867.42223,33.3594368,1711,81184.86516,16.52082445,135,145.2117157
511.800586,103.5339764,106.1930772,51.1,236,18,100.2237147,343.7601511,0,1310.1834,213.1012889,71,174.701527,604,40867.42223,33.3594368,1761,81532.06985,16.44844641,135,137.8087616
517.4724617,103.6297057,106.2935929,51.1,60,10,100.7825262,266.6629507,0,810.0801691,90.74571217,38,138.6207646,604,40867.42223,33.3594368,1497,79279.13838,18.42556126,135,135.7356415
520.5734367,103.6816009,106.3480829,51.1,78,0,-1,-1,1,665.548211,0,55,186.1911687,604,40867.42223,33.3594368,1340,76605.29366,19.13650613,135,103.3580933
522.1888358,103.7085125,106.37634,51.1,59,0,-1,-1,1,255.5917317,0,0,0,604,40867.42223,33.3594368,1289,73333.56099,19.24895917,135,102.8765106
523.846979,103.7360497,106.4052541,51.1,26,0,-1,-1,1,55.27225213,0,16,16.03924068,604,40867.42223,33.3594368,1185,70899.02554,19.82592875,135,102.9405823
538.6014064,103.9773105,106.6585779,51.1,98,8,364.1883942,435.8720033,0,467.1053938,81.41068754,29,45.27603617,604,40867.42223,33.3594368,1382,72742.74247,19.58206951,155,137.3365936
540.6255194,104.0098916,106.6927882,51.1,98,10,354.2405117,440.2263687,0,518.1601711,106.1776689,16,65.23858017,604,40867.42223,33.3594368,1356,72173.08492,19.95055001,155,146.8977356
558.1682272,104.287263,106.9840281,51.1,214,14,346.8268025,424.3395265,0,1474.638597,145.5011923,71,178.5675859,604,40867.42223,33.3594368,1438,85353.18719,23.11681914,155,145.2492371
560.5231904,104.3238325,107.0224261,51.1,156,12,347.3715836,387.0752876,0,943.132553,151.651927,59,121.828485,604,40867.42223,33.3594368,1480,86137.8393,22.83959913,155,144.0197449
567.7936937,104.4357721,107.1399627,51.1,100,4,346.8057253,346.8057253,0,304.0552581,62.95333434,0,0,604,40867.42223,33.3594368,1424,86302.83215,23.15102164,155,139.4274902
575.3634592,104.5508063,107.2607486,51.1,135,10,155.9732413,350.9789896,0,894.9175418,149.173442,35,138.6982282,604,40867.42223,33.3594368,1282,73084.70617,21.91828379,155,151.875824
577.9511981,104.5897842,107.3016753,51.1,87,8,150.5826343,332.859224,0,782.4984961,135.160344,40,171.0091815,604,40867.42223,33.3594368,1221,70537.03707,21.06890522,155,151.4135742
594.1249453,104.8295165,107.5533943,51.1,85,2,382.6084865,382.6084865,0,363.7995923,26.84197176,17,39.27536566,604,40867.42223,33.3594368,1337,75037.634,22.00247067,160,147.9091492
596.9245579,104.8703497,107.5962692,51.1,66,2,383.4056369,383.4056369,0,289.077861,33.60459675,8,20.23807995,604,40867.42223,33.3594368,1338,78123.86832,23.01681647,160,141.2749634
602.6092285,104.9526764,107.6827121,51.1,57,6,385.0702108,385.4554286,0,254.4913833,115.2333428,0,0,604,40867.42223,33.3594368,1352,84467.17131,24.38937572,160,142.0679932
605.4934842,104.9941503,107.7262598,51.1,24,0,-1,-1,1,49.18084572,0,0,0,604,40867.42223,33.3594368,1404,86735.91603,24.33107075,160,142.2436676
608.4051583,105.0358186,107.7700114,51.1,0,0,-1,-1,1,0,0,0,0,604,40867.42223,33.3594368,1407,88740.22125,24.71734815,160,161.6567688
611.3438589,105.0776719,107.8139574,51.1,73,0,-1,-1,1,156.1376498,0,0,0,604,40867.42223,33.3594368,1417,90609.46268,24.73047153,160,161.6687317
614.3091982,105.1197012,107.8580882,51.1,95,6,172.1044015,466.9719971,0,359.8332272,147.4756856,31,56.45568153,604,40867.42223,33.3594368,1371,89760.21432,25.1189806,160,156.2170258
